# CREATED BY GENE DIAGNOSTICS TOOL on Fri Aug 10 15:03:17 2018
# diag: gamdiag, run(s): 0004, time window: 0-1905.422(5508 steps), species: ions
# original data path: /ptmp/cmor/gamdiag_l/scanfiles0001/
# normalization: L_ref=1.65m
#
# xind= 0, x/a= -NaN, q= 0.93115067
# Fit:    -NaN,-NaN,-NaN
# Analytic (Gao, Zhou/Yu): -NaN,-NaN,-NaN
#  t          Re[phi]     Im[phi]   
  0.0000E+00  3.7859E+01  0.0000E+00
  3.4600E-01  3.7807E+01 -2.2957E-01
  6.9200E-01  3.7659E+01 -4.5753E-01
  1.0380E+00  3.7427E+01 -6.8280E-01
  1.3840E+00  3.7125E+01 -9.0450E-01
  1.7300E+00  3.6769E+01 -1.1219E+00
  2.0760E+00  3.6377E+01 -1.3345E+00
  2.4220E+00  3.5965E+01 -1.5421E+00
  2.7680E+00  3.5546E+01 -1.7446E+00
  3.1140E+00  3.5133E+01 -1.9423E+00
  3.4600E+00  3.4734E+01 -2.1353E+00
  3.8060E+00  3.4355E+01 -2.3240E+00
  4.1520E+00  3.4000E+01 -2.5087E+00
  4.4980E+00  3.3669E+01 -2.6897E+00
  4.8440E+00  3.3362E+01 -2.8673E+00
  5.1900E+00  3.3077E+01 -3.0419E+00
  5.5360E+00  3.2811E+01 -3.2137E+00
  5.8820E+00  3.2561E+01 -3.3830E+00
  6.2280E+00  3.2325E+01 -3.5497E+00
  6.5740E+00  3.2098E+01 -3.7143E+00
  6.9200E+00  3.1879E+01 -3.8766E+00
  7.2660E+00  3.1665E+01 -4.0367E+00
  7.6120E+00  3.1455E+01 -4.1948E+00
  7.9580E+00  3.1246E+01 -4.3509E+00
  8.3040E+00  3.1038E+01 -4.5048E+00
  8.6500E+00  3.0831E+01 -4.6567E+00
  8.9960E+00  3.0625E+01 -4.8066E+00
  9.3420E+00  3.0420E+01 -4.9544E+00
  9.6880E+00  3.0216E+01 -5.1002E+00
  1.0034E+01  3.0014E+01 -5.2439E+00
  1.0380E+01  2.9814E+01 -5.3856E+00
  1.0726E+01  2.9618E+01 -5.5254E+00
  1.1072E+01  2.9426E+01 -5.6632E+00
  1.1418E+01  2.9239E+01 -5.7991E+00
  1.1764E+01  2.9057E+01 -5.9332E+00
  1.2110E+01  2.8881E+01 -6.0655E+00
  1.2456E+01  2.8711E+01 -6.1962E+00
  1.2802E+01  2.8547E+01 -6.3254E+00
  1.3148E+01  2.8389E+01 -6.4530E+00
  1.3494E+01  2.8238E+01 -6.5792E+00
  1.3840E+01  2.8093E+01 -6.7041E+00
  1.4186E+01  2.7953E+01 -6.8277E+00
  1.4532E+01  2.7820E+01 -6.9501E+00
  1.4878E+01  2.7692E+01 -7.0715E+00
  1.5224E+01  2.7570E+01 -7.1919E+00
  1.5570E+01  2.7453E+01 -7.3113E+00
  1.5916E+01  2.7341E+01 -7.4299E+00
  1.6262E+01  2.7234E+01 -7.5476E+00
  1.6608E+01  2.7133E+01 -7.6647E+00
  1.6954E+01  2.7036E+01 -7.7812E+00
  1.7300E+01  2.6943E+01 -7.8970E+00
  1.7646E+01  2.6856E+01 -8.0123E+00
  1.7992E+01  2.6772E+01 -8.1271E+00
  1.8338E+01  2.6693E+01 -8.2415E+00
  1.8684E+01  2.6618E+01 -8.3555E+00
  1.9030E+01  2.6546E+01 -8.4693E+00
  1.9376E+01  2.6478E+01 -8.5827E+00
  1.9722E+01  2.6413E+01 -8.6959E+00
  2.0068E+01  2.6350E+01 -8.8088E+00
  2.0414E+01  2.6291E+01 -8.9215E+00
  2.0760E+01  2.6233E+01 -9.0340E+00
  2.1106E+01  2.6179E+01 -9.1464E+00
  2.1452E+01  2.6126E+01 -9.2586E+00
  2.1798E+01  2.6075E+01 -9.3708E+00
  2.2144E+01  2.6026E+01 -9.4828E+00
  2.2490E+01  2.5978E+01 -9.5948E+00
  2.2836E+01  2.5930E+01 -9.7067E+00
  2.3182E+01  2.5884E+01 -9.8185E+00
  2.3528E+01  2.5837E+01 -9.9302E+00
  2.3874E+01  2.5791E+01 -1.0042E+01
  2.4220E+01  2.5744E+01 -1.0153E+01
  2.4566E+01  2.5698E+01 -1.0265E+01
  2.4912E+01  2.5651E+01 -1.0376E+01
  2.5258E+01  2.5604E+01 -1.0487E+01
  2.5604E+01  2.5557E+01 -1.0598E+01
  2.5950E+01  2.5509E+01 -1.0709E+01
  2.6296E+01  2.5460E+01 -1.0820E+01
  2.6642E+01  2.5410E+01 -1.0931E+01
  2.6988E+01  2.5358E+01 -1.1041E+01
  2.7334E+01  2.5304E+01 -1.1151E+01
  2.7680E+01  2.5248E+01 -1.1261E+01
  2.8026E+01  2.5189E+01 -1.1371E+01
  2.8372E+01  2.5129E+01 -1.1481E+01
  2.8718E+01  2.5067E+01 -1.1590E+01
  2.9064E+01  2.5003E+01 -1.1699E+01
  2.9410E+01  2.4936E+01 -1.1807E+01
  2.9756E+01  2.4868E+01 -1.1915E+01
  3.0102E+01  2.4797E+01 -1.2023E+01
  3.0448E+01  2.4723E+01 -1.2130E+01
  3.0794E+01  2.4646E+01 -1.2237E+01
  3.1140E+01  2.4566E+01 -1.2343E+01
  3.1486E+01  2.4483E+01 -1.2449E+01
  3.1832E+01  2.4397E+01 -1.2554E+01
  3.2178E+01  2.4310E+01 -1.2659E+01
  3.2524E+01  2.4221E+01 -1.2763E+01
  3.2870E+01  2.4131E+01 -1.2866E+01
  3.3216E+01  2.4039E+01 -1.2969E+01
  3.3562E+01  2.3946E+01 -1.3071E+01
  3.3908E+01  2.3851E+01 -1.3173E+01
  3.4254E+01  2.3753E+01 -1.3274E+01
  3.4600E+01  2.3652E+01 -1.3374E+01
  3.4946E+01  2.3546E+01 -1.3474E+01
  3.5292E+01  2.3436E+01 -1.3572E+01
  3.5638E+01  2.3322E+01 -1.3670E+01
  3.5984E+01  2.3204E+01 -1.3767E+01
  3.6330E+01  2.3084E+01 -1.3863E+01
  3.6676E+01  2.2962E+01 -1.3958E+01
  3.7022E+01  2.2841E+01 -1.4052E+01
  3.7368E+01  2.2720E+01 -1.4146E+01
  3.7714E+01  2.2601E+01 -1.4238E+01
  3.8060E+01  2.2484E+01 -1.4329E+01
  3.8406E+01  2.2367E+01 -1.4420E+01
  3.8752E+01  2.2251E+01 -1.4510E+01
  3.9098E+01  2.2135E+01 -1.4599E+01
  3.9444E+01  2.2019E+01 -1.4687E+01
  3.9790E+01  2.1901E+01 -1.4774E+01
  4.0136E+01  2.1781E+01 -1.4861E+01
  4.0482E+01  2.1659E+01 -1.4947E+01
