# CREATED BY GENE DIAGNOSTICS TOOL on Fri Jan  4 17:02:23 2019
# diag: zprofile, run(s): act, time window: 0-3325.4576(623 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xliotas05/ITGa_NL/omt1_P/
# normalization: L_T,ions=5.5028m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
 -3.1416E+00  0.0000E+00  2.3643E+01  2.3643E+01
 -3.0925E+00  0.0000E+00  2.3645E+01  2.3645E+01
 -3.0434E+00  0.0000E+00  2.3640E+01  2.3640E+01
 -2.9943E+00  0.0000E+00  2.3639E+01  2.3639E+01
 -2.9452E+00  0.0000E+00  2.3646E+01  2.3646E+01
 -2.8962E+00  0.0000E+00  2.3652E+01  2.3652E+01
 -2.8471E+00  0.0000E+00  2.3668E+01  2.3668E+01
 -2.7980E+00  0.0000E+00  2.3682E+01  2.3682E+01
 -2.7489E+00  0.0000E+00  2.3699E+01  2.3699E+01
 -2.6998E+00  0.0000E+00  2.3699E+01  2.3699E+01
 -2.6507E+00  0.0000E+00  2.3711E+01  2.3711E+01
 -2.6016E+00  0.0000E+00  2.3701E+01  2.3701E+01
 -2.5525E+00  0.0000E+00  2.3689E+01  2.3689E+01
 -2.5035E+00  0.0000E+00  2.3684E+01  2.3684E+01
 -2.4544E+00  0.0000E+00  2.3659E+01  2.3659E+01
 -2.4053E+00  0.0000E+00  2.3645E+01  2.3645E+01
 -2.3562E+00  0.0000E+00  2.3640E+01  2.3640E+01
 -2.3071E+00  0.0000E+00  2.3635E+01  2.3635E+01
 -2.2580E+00  0.0000E+00  2.3634E+01  2.3634E+01
 -2.2089E+00  0.0000E+00  2.3623E+01  2.3623E+01
 -2.1598E+00  0.0000E+00  2.3627E+01  2.3627E+01
 -2.1108E+00  0.0000E+00  2.3630E+01  2.3630E+01
 -2.0617E+00  0.0000E+00  2.3641E+01  2.3641E+01
 -2.0126E+00  0.0000E+00  2.3658E+01  2.3658E+01
 -1.9635E+00  0.0000E+00  2.3662E+01  2.3662E+01
 -1.9144E+00  0.0000E+00  2.3665E+01  2.3665E+01
 -1.8653E+00  0.0000E+00  2.3672E+01  2.3672E+01
 -1.8162E+00  0.0000E+00  2.3684E+01  2.3684E+01
 -1.7671E+00  0.0000E+00  2.3697E+01  2.3697E+01
 -1.7181E+00  0.0000E+00  2.3706E+01  2.3706E+01
 -1.6690E+00  0.0000E+00  2.3718E+01  2.3718E+01
 -1.6199E+00  0.0000E+00  2.3726E+01  2.3726E+01
 -1.5708E+00  0.0000E+00  2.3746E+01  2.3746E+01
 -1.5217E+00  0.0000E+00  2.3762E+01  2.3762E+01
 -1.4726E+00  0.0000E+00  2.3771E+01  2.3771E+01
 -1.4235E+00  0.0000E+00  2.3784E+01  2.3784E+01
 -1.3744E+00  0.0000E+00  2.3784E+01  2.3784E+01
 -1.3254E+00  0.0000E+00  2.3785E+01  2.3785E+01
 -1.2763E+00  0.0000E+00  2.3780E+01  2.3780E+01
 -1.2272E+00  0.0000E+00  2.3768E+01  2.3768E+01
 -1.1781E+00  0.0000E+00  2.3764E+01  2.3764E+01
 -1.1290E+00  0.0000E+00  2.3749E+01  2.3749E+01
 -1.0799E+00  0.0000E+00  2.3750E+01  2.3750E+01
 -1.0308E+00  0.0000E+00  2.3751E+01  2.3751E+01
 -9.8175E-01  0.0000E+00  2.3743E+01  2.3743E+01
 -9.3266E-01  0.0000E+00  2.3748E+01  2.3748E+01
 -8.8357E-01  0.0000E+00  2.3739E+01  2.3739E+01
 -8.3449E-01  0.0000E+00  2.3746E+01  2.3746E+01
 -7.8540E-01  0.0000E+00  2.3741E+01  2.3741E+01
 -7.3631E-01  0.0000E+00  2.3742E+01  2.3742E+01
 -6.8722E-01  0.0000E+00  2.3739E+01  2.3739E+01
 -6.3814E-01  0.0000E+00  2.3745E+01  2.3745E+01
 -5.8905E-01  0.0000E+00  2.3749E+01  2.3749E+01
 -5.3996E-01  0.0000E+00  2.3753E+01  2.3753E+01
 -4.9087E-01  0.0000E+00  2.3763E+01  2.3763E+01
 -4.4179E-01  0.0000E+00  2.3768E+01  2.3768E+01
 -3.9270E-01  0.0000E+00  2.3770E+01  2.3770E+01
 -3.4361E-01  0.0000E+00  2.3778E+01  2.3778E+01
 -2.9452E-01  0.0000E+00  2.3776E+01  2.3776E+01
 -2.4544E-01  0.0000E+00  2.3788E+01  2.3788E+01
 -1.9635E-01  0.0000E+00  2.3784E+01  2.3784E+01
 -1.4726E-01  0.0000E+00  2.3798E+01  2.3798E+01
 -9.8175E-02  0.0000E+00  2.3800E+01  2.3800E+01
 -4.9087E-02  0.0000E+00  2.3806E+01  2.3806E+01
  0.0000E+00  0.0000E+00  2.3807E+01  2.3807E+01
  4.9087E-02  0.0000E+00  2.3810E+01  2.3810E+01
  9.8175E-02  0.0000E+00  2.3806E+01  2.3806E+01
  1.4726E-01  0.0000E+00  2.3807E+01  2.3807E+01
  1.9635E-01  0.0000E+00  2.3808E+01  2.3808E+01
  2.4544E-01  0.0000E+00  2.3822E+01  2.3822E+01
  2.9452E-01  0.0000E+00  2.3814E+01  2.3814E+01
  3.4361E-01  0.0000E+00  2.3816E+01  2.3816E+01
  3.9270E-01  0.0000E+00  2.3806E+01  2.3806E+01
  4.4179E-01  0.0000E+00  2.3808E+01  2.3808E+01
  4.9087E-01  0.0000E+00  2.3800E+01  2.3800E+01
  5.3996E-01  0.0000E+00  2.3794E+01  2.3794E+01
  5.8905E-01  0.0000E+00  2.3798E+01  2.3798E+01
  6.3814E-01  0.0000E+00  2.3799E+01  2.3799E+01
  6.8722E-01  0.0000E+00  2.3809E+01  2.3809E+01
  7.3631E-01  0.0000E+00  2.3827E+01  2.3827E+01
  7.8540E-01  0.0000E+00  2.3831E+01  2.3831E+01
  8.3449E-01  0.0000E+00  2.3830E+01  2.3830E+01
  8.8357E-01  0.0000E+00  2.3811E+01  2.3811E+01
  9.3266E-01  0.0000E+00  2.3810E+01  2.3810E+01
  9.8175E-01  0.0000E+00  2.3799E+01  2.3799E+01
  1.0308E+00  0.0000E+00  2.3799E+01  2.3799E+01
  1.0799E+00  0.0000E+00  2.3793E+01  2.3793E+01
  1.1290E+00  0.0000E+00  2.3790E+01  2.3790E+01
  1.1781E+00  0.0000E+00  2.3807E+01  2.3807E+01
  1.2272E+00  0.0000E+00  2.3810E+01  2.3810E+01
  1.2763E+00  0.0000E+00  2.3810E+01  2.3810E+01
  1.3254E+00  0.0000E+00  2.3800E+01  2.3800E+01
  1.3744E+00  0.0000E+00  2.3787E+01  2.3787E+01
  1.4235E+00  0.0000E+00  2.3782E+01  2.3782E+01
  1.4726E+00  0.0000E+00  2.3770E+01  2.3770E+01
  1.5217E+00  0.0000E+00  2.3775E+01  2.3775E+01
  1.5708E+00  0.0000E+00  2.3774E+01  2.3774E+01
  1.6199E+00  0.0000E+00  2.3770E+01  2.3770E+01
  1.6690E+00  0.0000E+00  2.3781E+01  2.3781E+01
  1.7181E+00  0.0000E+00  2.3786E+01  2.3786E+01
  1.7671E+00  0.0000E+00  2.3791E+01  2.3791E+01
  1.8162E+00  0.0000E+00  2.3784E+01  2.3784E+01
  1.8653E+00  0.0000E+00  2.3770E+01  2.3770E+01
  1.9144E+00  0.0000E+00  2.3759E+01  2.3759E+01
  1.9635E+00  0.0000E+00  2.3752E+01  2.3752E+01
  2.0126E+00  0.0000E+00  2.3746E+01  2.3746E+01
  2.0617E+00  0.0000E+00  2.3729E+01  2.3729E+01
