# CREATED BY GENE DIAGNOSTICS TOOL on Fri Jan  4 17:02:23 2019
# diag: zprofile, run(s): act, time window: 0-3325.4576(623 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xliotas05/ITGa_NL/omt1_P/
# normalization: L_T,ions=5.5028m
#
# variable A = phi
#  z/qR       <|A|>       <|A|²>^½    <|A²|-|A|²
  2.1108E+00  0.0000E+00  2.3721E+01  2.3721E+01
  2.1598E+00  0.0000E+00  2.3720E+01  2.3720E+01
  2.2089E+00  0.0000E+00  2.3713E+01  2.3713E+01
  2.2580E+00  0.0000E+00  2.3712E+01  2.3712E+01
  2.3071E+00  0.0000E+00  2.3705E+01  2.3705E+01
  2.3562E+00  0.0000E+00  2.3700E+01  2.3700E+01
  2.4053E+00  0.0000E+00  2.3698E+01  2.3698E+01
  2.4544E+00  0.0000E+00  2.3679E+01  2.3679E+01
  2.5035E+00  0.0000E+00  2.3674E+01  2.3674E+01
  2.5525E+00  0.0000E+00  2.3658E+01  2.3658E+01
  2.6016E+00  0.0000E+00  2.3650E+01  2.3650E+01
  2.6507E+00  0.0000E+00  2.3653E+01  2.3653E+01
  2.6998E+00  0.0000E+00  2.3641E+01  2.3641E+01
  2.7489E+00  0.0000E+00  2.3655E+01  2.3655E+01
  2.7980E+00  0.0000E+00  2.3656E+01  2.3656E+01
  2.8471E+00  0.0000E+00  2.3663E+01  2.3663E+01
  2.8962E+00  0.0000E+00  2.3663E+01  2.3663E+01
  2.9452E+00  0.0000E+00  2.3670E+01  2.3670E+01
  2.9943E+00  0.0000E+00  2.3668E+01  2.3668E+01
  3.0434E+00  0.0000E+00  2.3668E+01  2.3668E+01
  3.0925E+00  0.0000E+00  2.3663E+01  2.3663E+01
