# CREATED BY GENE DIAGNOSTICS TOOL on Wed Feb 20 13:41:22 2019
# diag: cont, run(s): act, time window: 0-3236.4724(637 steps), species: ions
# original data path: /ptmp/cmor/IFERC/W7Xhiotas05/ITGa_NL/omt1/
# normalization: L_ref=1.65m
#
# avg, variable: phi(x/rho_i,y/rho_i)
  7.8332E+00  7.8223E+00  7.8151E+00  7.8263E+00  7.8321E+00  7.8313E+00  7.8323E+00  7.8365E+00  7.8373E+00  7.8385E+00  7.8435E+00  7.8413E+00  7.8340E+00  7.8248E+00  7.8131E+00  7.8022E+00  7.7930E+00  7.7846E+00  7.7758E+00  7.7743E+00  7.7935E+00  7.8157E+00  7.8348E+00  7.8410E+00  7.8366E+00  7.8170E+00  7.7999E+00  7.7819E+00  7.7791E+00  7.7865E+00  7.8006E+00  7.8096E+00  7.8308E+00  7.8413E+00  7.8350E+00  7.8247E+00  7.8134E+00  7.8008E+00  7.7969E+00  7.7964E+00  7.7992E+00  7.8041E+00  7.8093E+00  7.8134E+00  7.8158E+00  7.8115E+00  7.8008E+00  7.8062E+00  7.8212E+00  7.8394E+00  7.8351E+00  7.8218E+00  7.8069E+00  7.7863E+00  7.7775E+00  7.7749E+00  7.7797E+00  7.7863E+00  7.7968E+00  7.8083E+00  7.8165E+00  7.8169E+00  7.8032E+00  7.7996E+00  7.7882E+00  7.7852E+00  7.7929E+00  7.7962E+00  7.7952E+00  7.7953E+00  7.7881E+00  7.7816E+00  7.7889E+00  7.8013E+00  7.8096E+00  7.8099E+00  7.8072E+00  7.8077E+00  7.8037E+00  7.8069E+00  7.8115E+00  7.8036E+00  7.7956E+00  7.7796E+00  7.7702E+00  7.7623E+00  7.7570E+00  7.7589E+00  7.7650E+00  7.7780E+00  7.7862E+00  7.7884E+00  7.7854E+00  7.7808E+00  7.7728E+00  7.7751E+00  7.7814E+00  7.7863E+00  7.7885E+00  7.7901E+00  7.7849E+00  7.7824E+00  7.7773E+00  7.7697E+00  7.7617E+00  7.7571E+00  7.7590E+00  7.7661E+00  7.7756E+00  7.7793E+00  7.7821E+00  7.7771E+00  7.7752E+00  7.7758E+00  7.7729E+00  7.7806E+00  7.7910E+00  7.7943E+00  7.7828E+00  7.7828E+00  7.7877E+00  7.7900E+00  7.7939E+00  7.7928E+00  7.8008E+00  7.8235E+00  7.8488E+00  7.8483E+00  7.8332E+00
  8.8103E+00  8.8031E+00  8.7932E+00  8.7980E+00  8.8005E+00  8.7914E+00  8.7815E+00  8.7746E+00  8.7722E+00  8.7820E+00  8.7942E+00  8.8021E+00  8.8056E+00  8.8055E+00  8.7999E+00  8.7866E+00  8.7807E+00  8.7746E+00  8.7627E+00  8.7533E+00  8.7567E+00  8.7639E+00  8.7731E+00  8.7773E+00  8.7795E+00  8.7737E+00  8.7655E+00  8.7571E+00  8.7595E+00  8.7689E+00  8.7811E+00  8.7920E+00  8.8053E+00  8.8065E+00  8.8004E+00  8.7845E+00  8.7703E+00  8.7638E+00  8.7567E+00  8.7440E+00  8.7369E+00  8.7417E+00  8.7487E+00  8.7553E+00  8.7622E+00  8.7582E+00  8.7417E+00  8.7320E+00  8.7445E+00  8.7667E+00  8.7764E+00  8.7714E+00  8.7625E+00  8.7483E+00  8.7280E+00  8.7069E+00  8.6998E+00  8.7105E+00  8.7265E+00  8.7401E+00  8.7529E+00  8.7511E+00  8.7355E+00  8.7327E+00  8.7295E+00  8.7301E+00  8.7307E+00  8.7306E+00  8.7169E+00  8.7037E+00  8.7017E+00  8.7011E+00  8.7111E+00  8.7262E+00  8.7343E+00  8.7337E+00  8.7289E+00  8.7344E+00  8.7500E+00  8.7679E+00  8.7791E+00  8.7795E+00  8.7721E+00  8.7570E+00  8.7457E+00  8.7325E+00  8.7199E+00  8.7171E+00  8.7231E+00  8.7380E+00  8.7430E+00  8.7420E+00  8.7416E+00  8.7427E+00  8.7317E+00  8.7252E+00  8.7264E+00  8.7252E+00  8.7329E+00  8.7452E+00  8.7540E+00  8.7517E+00  8.7444E+00  8.7273E+00  8.7084E+00  8.7006E+00  8.7014E+00  8.7164E+00  8.7361E+00  8.7490E+00  8.7601E+00  8.7604E+00  8.7569E+00  8.7533E+00  8.7459E+00  8.7553E+00  8.7618E+00  8.7583E+00  8.7421E+00  8.7326E+00  8.7328E+00  8.7382E+00  8.7453E+00  8.7461E+00  8.7484E+00  8.7664E+00  8.7953E+00  8.8105E+00  8.8103E+00
  9.5871E+00  9.5839E+00  9.5913E+00  9.6070E+00  9.6174E+00  9.6139E+00  9.5967E+00  9.5855E+00  9.5802E+00  9.5853E+00  9.5872E+00  9.5861E+00  9.5890E+00  9.5908E+00  9.5938E+00  9.5883E+00  9.5904E+00  9.5928E+00  9.5896E+00  9.5861E+00  9.5825E+00  9.5847E+00  9.5908E+00  9.5955E+00  9.5923E+00  9.5911E+00  9.5859E+00  9.5784E+00  9.5743E+00  9.5798E+00  9.5854E+00  9.6004E+00  9.6198E+00  9.6303E+00  9.6350E+00  9.6220E+00  9.6078E+00  9.5971E+00  9.5771E+00  9.5567E+00  9.5493E+00  9.5533E+00  9.5544E+00  9.5550E+00  9.5575E+00  9.5482E+00  9.5324E+00  9.5183E+00  9.5204E+00  9.5385E+00  9.5477E+00  9.5490E+00  9.5479E+00  9.5443E+00  9.5331E+00  9.5126E+00  9.5000E+00  9.5072E+00  9.5229E+00  9.5314E+00  9.5391E+00  9.5375E+00  9.5219E+00  9.5139E+00  9.5127E+00  9.5076E+00  9.5057E+00  9.4995E+00  9.4822E+00  9.4668E+00  9.4681E+00  9.4727E+00  9.4884E+00  9.5083E+00  9.5202E+00  9.5213E+00  9.5165E+00  9.5210E+00  9.5369E+00  9.5601E+00  9.5791E+00  9.5941E+00  9.6033E+00  9.5959E+00  9.5842E+00  9.5682E+00  9.5598E+00  9.5579E+00  9.5599E+00  9.5657E+00  9.5714E+00  9.5750E+00  9.5738E+00  9.5733E+00  9.5610E+00  9.5471E+00  9.5390E+00  9.5392E+00  9.5478E+00  9.5581E+00  9.5696E+00  9.5727E+00  9.5667E+00  9.5507E+00  9.5360E+00  9.5317E+00  9.5375E+00  9.5556E+00  9.5760E+00  9.5943E+00  9.6043E+00  9.6023E+00  9.6020E+00  9.5947E+00  9.5883E+00  9.5902E+00  9.5919E+00  9.5838E+00  9.5648E+00  9.5463E+00  9.5315E+00  9.5247E+00  9.5282E+00  9.5314E+00  9.5363E+00  9.5571E+00  9.5737E+00  9.5845E+00  9.5871E+00
  1.0302E+01  1.0300E+01  1.0310E+01  1.0320E+01  1.0331E+01  1.0329E+01  1.0318E+01  1.0317E+01  1.0317E+01  1.0318E+01  1.0317E+01  1.0313E+01  1.0312E+01  1.0317E+01  1.0321E+01  1.0309E+01  1.0301E+01  1.0299E+01  1.0292E+01  1.0289E+01  1.0289E+01  1.0293E+01  1.0299E+01  1.0299E+01  1.0299E+01  1.0301E+01  1.0303E+01  1.0303E+01  1.0301E+01  1.0310E+01  1.0316E+01  1.0327E+01  1.0337E+01  1.0342E+01  1.0353E+01  1.0349E+01  1.0338E+01  1.0321E+01  1.0302E+01  1.0286E+01  1.0282E+01  1.0273E+01  1.0264E+01  1.0256E+01  1.0249E+01  1.0236E+01  1.0216E+01  1.0200E+01  1.0200E+01  1.0220E+01  1.0234E+01  1.0245E+01  1.0256E+01  1.0259E+01  1.0253E+01  1.0244E+01  1.0244E+01  1.0251E+01  1.0258E+01  1.0265E+01  1.0271E+01  1.0266E+01  1.0248E+01  1.0233E+01  1.0223E+01  1.0213E+01  1.0213E+01  1.0211E+01  1.0196E+01  1.0183E+01  1.0174E+01  1.0178E+01  1.0192E+01  1.0205E+01  1.0207E+01  1.0206E+01  1.0203E+01  1.0212E+01  1.0232E+01  1.0252E+01  1.0268E+01  1.0288E+01  1.0295E+01  1.0285E+01  1.0276E+01  1.0267E+01  1.0267E+01  1.0272E+01  1.0286E+01  1.0292E+01  1.0302E+01  1.0314E+01  1.0315E+01  1.0316E+01  1.0304E+01  1.0283E+01  1.0270E+01  1.0277E+01  1.0284E+01  1.0290E+01  1.0301E+01  1.0305E+01  1.0297E+01  1.0287E+01  1.0273E+01  1.0264E+01  1.0263E+01  1.0272E+01  1.0289E+01  1.0309E+01  1.0327E+01  1.0336E+01  1.0335E+01  1.0328E+01  1.0318E+01  1.0315E+01  1.0314E+01  1.0302E+01  1.0280E+01  1.0251E+01  1.0227E+01  1.0219E+01  1.0223E+01  1.0223E+01  1.0233E+01  1.0255E+01  1.0273E+01  1.0293E+01  1.0302E+01
  1.0893E+01  1.0888E+01  1.0898E+01  1.0912E+01  1.0924E+01  1.0928E+01  1.0923E+01  1.0921E+01  1.0923E+01  1.0922E+01  1.0929E+01  1.0929E+01  1.0929E+01  1.0933E+01  1.0937E+01  1.0929E+01  1.0913E+01  1.0907E+01  1.0897E+01  1.0888E+01  1.0887E+01  1.0892E+01  1.0897E+01  1.0895E+01  1.0894E+01  1.0893E+01  1.0891E+01  1.0890E+01  1.0888E+01  1.0898E+01  1.0905E+01  1.0920E+01  1.0929E+01  1.0932E+01  1.0937E+01  1.0934E+01  1.0928E+01  1.0925E+01  1.0916E+01  1.0903E+01  1.0896E+01  1.0877E+01  1.0858E+01  1.0840E+01  1.0823E+01  1.0807E+01  1.0787E+01  1.0774E+01  1.0783E+01  1.0804E+01  1.0823E+01  1.0841E+01  1.0859E+01  1.0865E+01  1.0867E+01  1.0872E+01  1.0879E+01  1.0886E+01  1.0893E+01  1.0907E+01  1.0913E+01  1.0908E+01  1.0893E+01  1.0882E+01  1.0877E+01  1.0861E+01  1.0854E+01  1.0849E+01  1.0837E+01  1.0830E+01  1.0829E+01  1.0834E+01  1.0839E+01  1.0842E+01  1.0833E+01  1.0819E+01  1.0813E+01  1.0823E+01  1.0840E+01  1.0854E+01  1.0869E+01  1.0875E+01  1.0868E+01  1.0858E+01  1.0856E+01  1.0861E+01  1.0873E+01  1.0886E+01  1.0904E+01  1.0917E+01  1.0928E+01  1.0939E+01  1.0942E+01  1.0939E+01  1.0923E+01  1.0902E+01  1.0888E+01  1.0887E+01  1.0897E+01  1.0903E+01  1.0910E+01  1.0917E+01  1.0905E+01  1.0889E+01  1.0874E+01  1.0863E+01  1.0862E+01  1.0868E+01  1.0881E+01  1.0899E+01  1.0917E+01  1.0924E+01  1.0923E+01  1.0923E+01  1.0924E+01  1.0930E+01  1.0929E+01  1.0928E+01  1.0912E+01  1.0881E+01  1.0854E+01  1.0841E+01  1.0840E+01  1.0840E+01  1.0852E+01  1.0870E+01  1.0878E+01  1.0891E+01  1.0893E+01
  1.1361E+01  1.1360E+01  1.1372E+01  1.1397E+01  1.1422E+01  1.1436E+01  1.1439E+01  1.1444E+01  1.1447E+01  1.1445E+01  1.1450E+01  1.1447E+01  1.1435E+01  1.1426E+01  1.1423E+01  1.1414E+01  1.1400E+01  1.1398E+01  1.1395E+01  1.1395E+01  1.1395E+01  1.1402E+01  1.1405E+01  1.1399E+01  1.1397E+01  1.1399E+01  1.1398E+01  1.1390E+01  1.1385E+01  1.1389E+01  1.1393E+01  1.1403E+01  1.1409E+01  1.1417E+01  1.1425E+01  1.1417E+01  1.1417E+01  1.1417E+01  1.1407E+01  1.1395E+01  1.1388E+01  1.1376E+01  1.1361E+01  1.1336E+01  1.1310E+01  1.1286E+01  1.1268E+01  1.1267E+01  1.1282E+01  1.1300E+01  1.1315E+01  1.1328E+01  1.1341E+01  1.1347E+01  1.1354E+01  1.1374E+01  1.1398E+01  1.1407E+01  1.1416E+01  1.1426E+01  1.1431E+01  1.1423E+01  1.1414E+01  1.1412E+01  1.1412E+01  1.1398E+01  1.1388E+01  1.1377E+01  1.1363E+01  1.1356E+01  1.1354E+01  1.1352E+01  1.1345E+01  1.1347E+01  1.1351E+01  1.1343E+01  1.1338E+01  1.1336E+01  1.1334E+01  1.1335E+01  1.1341E+01  1.1340E+01  1.1327E+01  1.1319E+01  1.1327E+01  1.1344E+01  1.1364E+01  1.1381E+01  1.1402E+01  1.1417E+01  1.1421E+01  1.1420E+01  1.1417E+01  1.1403E+01  1.1387E+01  1.1376E+01  1.1367E+01  1.1357E+01  1.1353E+01  1.1354E+01  1.1356E+01  1.1361E+01  1.1355E+01  1.1357E+01  1.1358E+01  1.1357E+01  1.1365E+01  1.1378E+01  1.1389E+01  1.1397E+01  1.1411E+01  1.1418E+01  1.1424E+01  1.1431E+01  1.1440E+01  1.1446E+01  1.1440E+01  1.1436E+01  1.1419E+01  1.1391E+01  1.1373E+01  1.1364E+01  1.1367E+01  1.1371E+01  1.1371E+01  1.1373E+01  1.1367E+01  1.1366E+01  1.1361E+01
  1.1837E+01  1.1840E+01  1.1847E+01  1.1864E+01  1.1881E+01  1.1897E+01  1.1915E+01  1.1936E+01  1.1947E+01  1.1953E+01  1.1955E+01  1.1957E+01  1.1953E+01  1.1946E+01  1.1929E+01  1.1909E+01  1.1887E+01  1.1875E+01  1.1869E+01  1.1874E+01  1.1890E+01  1.1905E+01  1.1907E+01  1.1897E+01  1.1886E+01  1.1883E+01  1.1876E+01  1.1873E+01  1.1872E+01  1.1871E+01  1.1877E+01  1.1884E+01  1.1891E+01  1.1897E+01  1.1904E+01  1.1902E+01  1.1900E+01  1.1895E+01  1.1884E+01  1.1870E+01  1.1859E+01  1.1849E+01  1.1834E+01  1.1815E+01  1.1792E+01  1.1776E+01  1.1774E+01  1.1783E+01  1.1797E+01  1.1811E+01  1.1826E+01  1.1832E+01  1.1839E+01  1.1849E+01  1.1863E+01  1.1878E+01  1.1895E+01  1.1900E+01  1.1904E+01  1.1910E+01  1.1915E+01  1.1912E+01  1.1909E+01  1.1910E+01  1.1907E+01  1.1896E+01  1.1887E+01  1.1875E+01  1.1865E+01  1.1854E+01  1.1848E+01  1.1842E+01  1.1829E+01  1.1824E+01  1.1820E+01  1.1812E+01  1.1807E+01  1.1800E+01  1.1787E+01  1.1777E+01  1.1775E+01  1.1776E+01  1.1774E+01  1.1776E+01  1.1794E+01  1.1815E+01  1.1838E+01  1.1861E+01  1.1876E+01  1.1885E+01  1.1891E+01  1.1890E+01  1.1888E+01  1.1878E+01  1.1873E+01  1.1875E+01  1.1862E+01  1.1839E+01  1.1820E+01  1.1804E+01  1.1801E+01  1.1809E+01  1.1813E+01  1.1822E+01  1.1830E+01  1.1838E+01  1.1855E+01  1.1868E+01  1.1882E+01  1.1896E+01  1.1911E+01  1.1916E+01  1.1917E+01  1.1919E+01  1.1924E+01  1.1924E+01  1.1919E+01  1.1909E+01  1.1891E+01  1.1870E+01  1.1858E+01  1.1850E+01  1.1846E+01  1.1850E+01  1.1851E+01  1.1849E+01  1.1843E+01  1.1842E+01  1.1837E+01
  1.2281E+01  1.2288E+01  1.2297E+01  1.2308E+01  1.2320E+01  1.2334E+01  1.2346E+01  1.2360E+01  1.2370E+01  1.2375E+01  1.2377E+01  1.2384E+01  1.2390E+01  1.2385E+01  1.2376E+01  1.2365E+01  1.2351E+01  1.2335E+01  1.2316E+01  1.2303E+01  1.2305E+01  1.2312E+01  1.2317E+01  1.2323E+01  1.2321E+01  1.2318E+01  1.2305E+01  1.2302E+01  1.2306E+01  1.2315E+01  1.2326E+01  1.2332E+01  1.2333E+01  1.2339E+01  1.2343E+01  1.2344E+01  1.2341E+01  1.2337E+01  1.2325E+01  1.2312E+01  1.2293E+01  1.2275E+01  1.2262E+01  1.2256E+01  1.2249E+01  1.2244E+01  1.2244E+01  1.2250E+01  1.2256E+01  1.2267E+01  1.2273E+01  1.2274E+01  1.2282E+01  1.2294E+01  1.2311E+01  1.2322E+01  1.2327E+01  1.2327E+01  1.2335E+01  1.2343E+01  1.2349E+01  1.2350E+01  1.2345E+01  1.2336E+01  1.2326E+01  1.2313E+01  1.2299E+01  1.2289E+01  1.2288E+01  1.2284E+01  1.2282E+01  1.2266E+01  1.2246E+01  1.2229E+01  1.2214E+01  1.2205E+01  1.2209E+01  1.2214E+01  1.2209E+01  1.2201E+01  1.2198E+01  1.2202E+01  1.2208E+01  1.2211E+01  1.2219E+01  1.2233E+01  1.2252E+01  1.2272E+01  1.2279E+01  1.2281E+01  1.2288E+01  1.2294E+01  1.2301E+01  1.2297E+01  1.2296E+01  1.2306E+01  1.2299E+01  1.2289E+01  1.2274E+01  1.2256E+01  1.2252E+01  1.2256E+01  1.2260E+01  1.2267E+01  1.2271E+01  1.2282E+01  1.2301E+01  1.2316E+01  1.2334E+01  1.2351E+01  1.2364E+01  1.2368E+01  1.2359E+01  1.2344E+01  1.2334E+01  1.2327E+01  1.2326E+01  1.2320E+01  1.2307E+01  1.2290E+01  1.2276E+01  1.2265E+01  1.2258E+01  1.2265E+01  1.2275E+01  1.2274E+01  1.2274E+01  1.2279E+01  1.2281E+01
  1.2660E+01  1.2658E+01  1.2655E+01  1.2656E+01  1.2667E+01  1.2681E+01  1.2689E+01  1.2692E+01  1.2691E+01  1.2688E+01  1.2695E+01  1.2706E+01  1.2713E+01  1.2718E+01  1.2717E+01  1.2707E+01  1.2694E+01  1.2673E+01  1.2653E+01  1.2631E+01  1.2621E+01  1.2622E+01  1.2629E+01  1.2644E+01  1.2656E+01  1.2657E+01  1.2652E+01  1.2649E+01  1.2653E+01  1.2665E+01  1.2679E+01  1.2688E+01  1.2693E+01  1.2696E+01  1.2702E+01  1.2702E+01  1.2692E+01  1.2690E+01  1.2688E+01  1.2684E+01  1.2673E+01  1.2660E+01  1.2657E+01  1.2656E+01  1.2649E+01  1.2639E+01  1.2636E+01  1.2634E+01  1.2626E+01  1.2622E+01  1.2621E+01  1.2621E+01  1.2620E+01  1.2630E+01  1.2640E+01  1.2643E+01  1.2648E+01  1.2656E+01  1.2663E+01  1.2672E+01  1.2683E+01  1.2693E+01  1.2691E+01  1.2684E+01  1.2680E+01  1.2674E+01  1.2656E+01  1.2649E+01  1.2651E+01  1.2647E+01  1.2643E+01  1.2621E+01  1.2595E+01  1.2574E+01  1.2555E+01  1.2540E+01  1.2545E+01  1.2559E+01  1.2568E+01  1.2572E+01  1.2576E+01  1.2589E+01  1.2596E+01  1.2595E+01  1.2593E+01  1.2600E+01  1.2606E+01  1.2615E+01  1.2620E+01  1.2617E+01  1.2621E+01  1.2624E+01  1.2623E+01  1.2617E+01  1.2619E+01  1.2627E+01  1.2630E+01  1.2636E+01  1.2636E+01  1.2638E+01  1.2636E+01  1.2635E+01  1.2636E+01  1.2632E+01  1.2631E+01  1.2636E+01  1.2652E+01  1.2663E+01  1.2682E+01  1.2699E+01  1.2705E+01  1.2703E+01  1.2695E+01  1.2687E+01  1.2685E+01  1.2681E+01  1.2677E+01  1.2671E+01  1.2664E+01  1.2656E+01  1.2649E+01  1.2646E+01  1.2651E+01  1.2656E+01  1.2664E+01  1.2661E+01  1.2657E+01  1.2660E+01  1.2660E+01
  1.2974E+01  1.2972E+01  1.2969E+01  1.2975E+01  1.2989E+01  1.3000E+01  1.3008E+01  1.3014E+01  1.3005E+01  1.2994E+01  1.2998E+01  1.3007E+01  1.3016E+01  1.3020E+01  1.3015E+01  1.2997E+01  1.2984E+01  1.2966E+01  1.2946E+01  1.2925E+01  1.2914E+01  1.2915E+01  1.2925E+01  1.2939E+01  1.2947E+01  1.2951E+01  1.2950E+01  1.2953E+01  1.2962E+01  1.2975E+01  1.2983E+01  1.2989E+01  1.3000E+01  1.3005E+01  1.3005E+01  1.3005E+01  1.2999E+01  1.2999E+01  1.3000E+01  1.2999E+01  1.3003E+01  1.3004E+01  1.3003E+01  1.3001E+01  1.2990E+01  1.2976E+01  1.2966E+01  1.2954E+01  1.2939E+01  1.2921E+01  1.2911E+01  1.2910E+01  1.2915E+01  1.2931E+01  1.2936E+01  1.2934E+01  1.2938E+01  1.2944E+01  1.2948E+01  1.2956E+01  1.2967E+01  1.2974E+01  1.2975E+01  1.2981E+01  1.2994E+01  1.2998E+01  1.2991E+01  1.2991E+01  1.2997E+01  1.2997E+01  1.2993E+01  1.2976E+01  1.2958E+01  1.2948E+01  1.2938E+01  1.2929E+01  1.2929E+01  1.2929E+01  1.2924E+01  1.2922E+01  1.2928E+01  1.2943E+01  1.2952E+01  1.2947E+01  1.2943E+01  1.2939E+01  1.2943E+01  1.2958E+01  1.2962E+01  1.2961E+01  1.2960E+01  1.2951E+01  1.2938E+01  1.2926E+01  1.2927E+01  1.2935E+01  1.2939E+01  1.2943E+01  1.2946E+01  1.2951E+01  1.2952E+01  1.2953E+01  1.2956E+01  1.2956E+01  1.2959E+01  1.2972E+01  1.2985E+01  1.2986E+01  1.2997E+01  1.3015E+01  1.3016E+01  1.3004E+01  1.2991E+01  1.2986E+01  1.2982E+01  1.2977E+01  1.2976E+01  1.2977E+01  1.2975E+01  1.2980E+01  1.2988E+01  1.3002E+01  1.3007E+01  1.3005E+01  1.3006E+01  1.2997E+01  1.2982E+01  1.2977E+01  1.2974E+01
